tile_name,area_ha_projected,distance_to_2022_m
dop20rgbi_32_356_5504_2_rp_2023_005_014,0.3010307199976539,2968.0005514947284
dop20rgbi_32_356_5504_2_rp_2023_006_009,0.12429064162587888,3424.1552929789596
dop20rgbi_32_356_5504_2_rp_2023_006_009,0.011321930923568976,3472.842130604904
dop20rgbi_32_356_5504_2_rp_2023_006_012,0.014648902594408372,3168.8659571618255
dop20rgbi_32_356_5504_2_rp_2023_006_012,0.017269453827955045,3135.733409711364
dop20rgbi_32_356_5504_2_rp_2023_006_013,0.03945599999632314,3050.5208735314827
dop20rgbi_32_356_5504_2_rp_2023_006_013,0.033409791999821886,3001.1873062019845
dop20rgbi_32_356_5504_2_rp_2023_006_014,0.12060620799588162,2960.1905343839194
dop20rgbi_32_356_5504_2_rp_2023_006_015,0.09982761599820009,2814.7500292080836
dop20rgbi_32_356_5504_2_rp_2023_006_016,0.05809238399907574,2785.1235950809664
dop20rgbi_32_356_5504_2_rp_2023_007_013,0.046021983999376306,2969.8011190829043
dop20rgbi_32_356_5504_2_rp_2023_007_013,2.4960000030100344e-06,3000.906977383118
dop20rgbi_32_356_5504_2_rp_2023_007_014,0.8238756634053698,2873.077006784617
dop20rgbi_32_356_5504_2_rp_2023_007_015,0.13585324800061768,2796.3040405016545
dop20rgbi_32_356_5504_2_rp_2023_007_015,0.12632091528119468,2822.414551554853
dop20rgbi_32_356_5504_2_rp_2023_007_016,0.37664275199876246,2734.761152253819
dop20rgbi_32_356_5504_2_rp_2023_008_014,0.004415999999844701,2867.8804995777373
dop20rgbi_32_356_5504_2_rp_2023_008_014,0.05870182399677823,2841.5086638821385
dop20rgbi_32_356_5504_2_rp_2023_008_014,0.19748172799607216,2855.512781780921
dop20rgbi_32_356_5504_2_rp_2023_008_015,0.5082305599813653,2746.2734253758836
dop20rgbi_32_356_5504_2_rp_2023_008_015,0.31169077554306357,2794.327041994004
dop20rgbi_32_356_5504_2_rp_2023_008_018,0.1186128748167738,2512.731378037414
dop20rgbi_32_356_5504_2_rp_2023_009_015,0.9827986240050949,2716.9132718812425
dop20rgbi_32_356_5504_2_rp_2023_009_017,0.5607105556668527,2539.632872133709
dop20rgbi_32_356_5504_2_rp_2023_009_018,0.2868837669849189,2468.5507651040875
dop20rgbi_32_356_5504_2_rp_2023_009_019,0.03837366399469146,2335.166522319662
dop20rgbi_32_356_5504_2_rp_2023_009_020,0.35776089598605415,2246.8394156941386
dop20rgbi_32_356_5504_2_rp_2023_010_010,0.36840495999687184,3162.277660141708
dop20rgbi_32_356_5504_2_rp_2023_010_011,0.48602902216297006,3067.5723300095124
